"","preu","area","qual.total","condicio.total","any","carrer","tipus","garatge.cotxes","garatge.area","aire"
"1188",308030,1508,7,5,2009,"Pave","1Fam",2,572,"Y"
"1189",280000,1836,8,5,2004,"Pave","1Fam",3,862,"Y"
"1190",171000,1118,6,6,1977,"Pave","1Fam",1,358,"Y"
"1191",136500,1176,5,4,1957,"Pave","1Fam",1,292,"Y"
"1192",123000,900,5,5,1967,"Pave","1Fam",1,288,"Y"
"1193",219500,1995,7,5,2002,"Pave","1Fam",2,435,"Y"
"1194",405000,2855,9,5,2000,"Pave","1Fam",3,774,"Y"
"1195",206000,2067,7,6,1974,"Pave","1Fam",2,784,"Y"
"1196",105000,1214,3,4,1915,"Pave","1Fam",3,936,"Y"
"1197",215000,1911,8,5,1993,"Pave","1Fam",2,471,"Y"
"1198",270000,1433,7,5,1987,"Pave","1Fam",2,528,"Y"
"1199",168165,1458,7,5,2006,"Pave","1Fam",2,454,"Y"
"1200",175900,1270,7,5,2005,"Pave","1Fam",2,524,"Y"
"1201",125000,1056,5,6,1955,"Pave","1Fam",1,300,"Y"
"1202",120875,1024,5,6,1965,"Pave","1Fam",1,308,"Y"
"1203",127000,1355,6,7,1914,"Pave","1Fam",0,0,"Y"
"1204",187000,1837,6,5,1997,"Pave","1Fam",2,688,"Y"
"1205",139000,1339,5,6,1958,"Pave","1Fam",1,294,"Y"
"1206",190000,1993,6,5,1971,"Pave","1Fam",2,495,"Y"
"1207",202500,1368,7,5,2005,"Pave","TwnhsE",2,474,"Y"
"1208",153000,1647,4,6,1953,"Pave","1Fam",1,280,"Y"
"1209",181000,1675,6,5,1999,"Pave","1Fam",2,502,"Y"
"1210",262280,2329,7,5,1990,"Pave","1Fam",2,514,"Y"
"1211",190000,1419,6,5,2002,"Pave","TwnhsE",2,543,"Y"
"1212",266000,1684,9,5,2005,"Pave","TwnhsE",2,564,"Y"
"1213",234250,1342,8,5,2006,"Pave","TwnhsE",2,550,"Y"
"1214",140000,1375,6,5,1954,"Pave","1Fam",2,451,"Y"
"1215",265000,2443,6,5,2004,"Pave","1Fam",3,744,"Y"
"1216",62383,864,5,5,1965,"Pave","1Fam",1,360,"Y"
"1217",144900,960,5,8,1963,"Pave","1Fam",1,300,"Y"
"1218",65000,1588,3,1,1949,"Pave","1Fam",0,0,"Y"
"1219",221000,1839,7,5,1998,"Pave","1Fam",2,486,"Y"
"1220",272000,2872,6,7,1977,"Pave","1Fam",2,619,"Y"
"1221",98000,1436,4,6,1910,"Pave","1Fam",2,528,"Y"
"1222",129000,1464,5,8,1910,"Pave","1Fam",0,0,"Y"
"1223",255000,1636,8,5,2006,"Pave","1Fam",3,865,"Y"
"1224",110000,1203,5,4,1950,"Pave","1Fam",1,352,"Y"
"1225",98000,864,5,6,1925,"Pave","1Fam",0,0,"N"
"1226",140000,898,5,6,1968,"Pave","1Fam",1,326,"Y"
"1227",164990,1310,7,5,2005,"Pave","1Fam",2,400,"Y"
"1228",124500,1041,5,6,1959,"Pave","1Fam",1,270,"Y"
"1229",144000,1344,5,5,1958,"Pave","1Fam",1,484,"Y"
"1230",46500,407,2,5,1946,"Pave","1Fam",1,297,"N"
"1231",180000,1337,8,5,1993,"Pave","TwnhsE",2,462,"Y"
"1232",254000,1848,8,5,2000,"Pave","1Fam",2,592,"Y"
"1233",460000,2790,10,5,2005,"Pave","1Fam",4,1150,"Y"
"1234",89500,998,4,7,1945,"Pave","1Fam",2,460,"N"
"1235",205000,1370,8,5,2006,"Pave","TwnhsE",2,484,"Y"
"1236",128500,1612,5,6,1950,"Pave","1Fam",1,363,"Y"
"1237",194000,1220,7,5,2006,"Pave","1Fam",2,632,"Y"
"1238",115000,1304,5,6,1976,"Pave","TwnhsE",1,336,"Y"
"1239",144000,1196,5,6,1968,"Pave","1Fam",1,336,"Y"
"1240",170000,1430,7,5,2000,"Pave","1Fam",2,400,"Y"
"1241",129000,2380,6,5,1965,"Pave","1Fam",2,596,"Y"
"1242",200000,2264,6,8,1918,"Pave","1Fam",1,408,"Y"
"1243",115000,1639,6,5,1936,"Pave","1Fam",1,240,"Y"
"1244",79400,1092,4,4,1972,"Pave","TwnhsE",1,253,"Y"
"1245",208300,1218,6,5,2009,"Pave","1Fam",2,676,"Y"
"1246",68400,1128,4,4,1920,"Pave","1Fam",2,528,"Y"
"1247",207000,1764,8,5,1999,"Pave","1Fam",2,560,"Y"
"1248",179000,1200,5,5,1987,"Pave","Duplex",0,0,"Y"
"1249",120000,912,5,7,1958,"Pave","1Fam",1,297,"Y"
"1250",175000,1374,7,5,2004,"Pave","1Fam",2,400,"Y"
"1251",110000,892,5,5,1966,"Pave","1Fam",1,264,"Y"
"1252",127000,1531,4,6,1947,"Pave","1Fam",1,209,"Y"
"1253",125000,1078,5,7,1925,"Pave","1Fam",1,264,"Y"
"1254",330000,1502,7,5,1998,"Pave","TwnhsE",1,286,"Y"
"1255",110000,1392,6,3,1968,"Pave","1Fam",2,576,"Y"
"1256",164700,1250,7,5,2006,"Pave","TwnhsE",2,528,"Y"
"1257",190000,1728,7,5,2004,"Pave","1Fam",2,572,"Y"
"1258",155000,1826,7,8,1915,"Pave","1Fam",1,164,"Y"
"1259",132500,970,5,6,1963,"Pave","1Fam",2,624,"Y"
"1260",95000,1111,5,6,1941,"Pave","1Fam",1,200,"N"
"1261",151500,1177,6,6,1984,"Pave","1Fam",2,495,"Y"
"1262",249000,2673,7,7,1980,"Pave","1Fam",2,441,"Y"
"1263",100000,1764,5,3,1957,"Pave","1Fam",1,301,"Y"
"1264",194500,1895,7,5,1994,"Pave","1Fam",2,409,"Y"
"1265",99500,912,5,7,1930,"Pave","1Fam",1,360,"Y"
"1266",140000,1482,6,8,1925,"Pave","1Fam",1,400,"N"
"1267",157000,1434,6,5,1974,"Pave","1Fam",2,528,"Y"
"1268",140000,1710,7,6,1921,"Pave","1Fam",2,480,"Y"
"1269",127500,1012,6,5,1975,"Pave","Duplex",0,0,"Y"
"1270",157000,1336,5,5,1953,"Pave","2fmCon",1,375,"Y"
"1271",184750,4676,10,5,2007,"Pave","1Fam",3,884,"Y"
"1272",203160,1737,7,5,2006,"Pave","1Fam",2,578,"Y"
"1273",227000,1939,7,5,1998,"Pave","1Fam",3,555,"Y"
"1274",195000,1550,6,5,1920,"Pave","1Fam",1,318,"Y"
"1275",187500,1472,7,5,1980,"Pave","1Fam",2,588,"Y"
"1276",144800,1112,5,6,1954,"Pave","1Fam",1,390,"Y"
"1277",237000,2031,8,5,2002,"Pave","1Fam",2,577,"Y"
"1278",132000,934,6,7,1964,"Pave","1Fam",1,336,"Y"
"1279",175000,1509,6,5,1988,"Pave","1Fam",2,600,"Y"
"1280",84000,845,4,3,1957,"Pave","1Fam",1,290,"N"
"1281",142500,894,5,5,1974,"Pave","1Fam",2,440,"Y"
"1282",207500,1314,7,5,2007,"Pave","Twnhs",2,626,"Y"
"1283",126000,984,5,5,1965,"Pave","1Fam",1,310,"Y"
"1284",12789,832,2,2,1923,"Pave","1Fam",2,780,"N"
"1285",101800,1224,4,5,1962,"Pave","Duplex",2,462,"Y"
"1286",217500,1239,8,5,1995,"Pave","TwnhsE",2,477,"Y"
"1287",193000,1617,6,5,1993,"Pave","TwnhsE",2,533,"Y"
"1288",149500,1400,6,7,1978,"Pave","1Fam",2,440,"Y"
"1289",115000,897,5,5,1968,"Pave","1Fam",1,264,"Y"
"1290",148325,1229,5,5,1979,"Pave","Duplex",2,672,"Y"
"1291",225000,1983,7,5,1999,"Pave","1Fam",2,490,"Y"
"1292",212000,1502,8,5,1985,"Pave","TwnhsE",2,528,"Y"
"1293",141000,1969,6,6,1938,"Pave","1Fam",2,400,"Y"
"1294",169900,1034,6,5,1976,"Pave","1Fam",3,888,"Y"
"1295",159000,1256,5,6,1959,"Pave","1Fam",1,311,"Y"
"1296",285000,1803,8,5,1994,"Pave","1Fam",2,482,"Y"
"1297",220000,2122,7,5,1996,"Pave","1Fam",2,559,"Y"
"1298",148000,1081,6,6,1960,"Pave","1Fam",1,401,"Y"
"1299",162000,1204,6,5,1998,"Pave","TwnhsE",2,412,"Y"
"1300",232698,1721,8,5,2005,"Pave","1Fam",2,554,"Y"
"1301",171900,1250,7,5,2006,"Pave","TwnhsE",2,625,"Y"
"1302",190000,1582,5,5,1964,"Pave","1Fam",2,390,"Y"
"1303",158000,1352,6,7,1969,"Pave","1Fam",1,299,"Y"
"1304",82500,1152,4,5,1955,"Pave","Duplex",0,0,"N"
"1305",320000,3222,7,5,1990,"Pave","1Fam",3,594,"Y"
"1306",132000,1322,5,8,1939,"Pave","1Fam",1,280,"Y"
"1307",170000,1328,5,6,1959,"Pave","1Fam",1,308,"Y"
"1308",285000,2872,8,5,1992,"Pave","1Fam",2,541,"Y"
"1309",213000,1358,6,5,2005,"Pave","TwnhsE",2,484,"Y"
"1310",61500,1152,4,3,1955,"Pave","Duplex",0,0,"N"
"1311",131750,960,5,7,1959,"Pave","1Fam",1,392,"Y"
"1312",235000,1811,8,5,2002,"Pave","1Fam",2,565,"Y"
"1313",116500,1330,5,8,1910,"Pave","1Fam",1,390,"Y"
"1314",63900,660,2,2,1947,"Pave","1Fam",0,0,"N"
"1315",268000,2217,8,6,1970,"Pave","1Fam",2,621,"Y"
"1316",156000,1728,5,6,1953,"Pave","1Fam",1,371,"Y"
"1317",200000,1020,8,5,1988,"Pave","TwnhsE",2,509,"Y"
"1318",128000,958,6,5,1976,"Pave","TwnhsE",2,440,"Y"
"1319",128000,1266,6,5,1980,"Pave","TwnhsE",1,283,"Y"
"1320",170000,1779,5,4,1955,"Pave","1Fam",2,454,"Y"
"1321",235000,2263,7,7,1977,"Pave","1Fam",2,539,"Y"
"1322",134900,1040,5,5,1977,"Pave","1Fam",2,748,"Y"
"1323",230000,1295,7,5,1986,"Pave","TwnhsE",1,312,"Y"
"1324",119500,1654,6,6,1977,"Pave","Duplex",2,528,"Y"
"1325",441929,2234,8,5,2006,"Pave","1Fam",2,724,"Y"
"1326",234000,1557,7,5,2003,"Pave","TwnhsE",2,420,"Y"
"1327",156500,1416,6,8,1900,"Pave","1Fam",2,400,"Y"
"1328",377500,1746,9,5,2006,"Pave","1Fam",3,758,"Y"
"1329",172500,1683,6,5,1978,"Pave","1Fam",2,440,"Y"
"1330",87000,906,4,7,1937,"Pave","1Fam",1,231,"Y"
"1331",191000,2555,6,7,1922,"Pave","1Fam",2,672,"Y"
"1332",86000,605,4,7,1920,"Pave","1Fam",0,0,"Y"
"1333",117000,875,4,8,1972,"Pave","1Fam",2,728,"Y"
"1334",105000,896,5,6,1961,"Pave","1Fam",1,730,"Y"
"1335",145500,1072,6,5,2005,"Pave","TwnhsE",2,525,"Y"
"1336",173500,1430,5,5,2004,"Pave","1Fam",2,624,"Y"
"1337",180000,988,6,5,1969,"Pave","1Fam",2,540,"Y"
"1338",155000,1424,5,5,1969,"Pave","2fmCon",3,828,"Y"
"1339",58500,816,4,3,1910,"Pave","1Fam",0,0,"Y"
"1340",178740,1414,7,5,2004,"Pave","TwnhsE",2,398,"Y"
"1341",153000,1306,5,7,1957,"Pave","1Fam",1,756,"Y"
"1342",212109,1588,5,5,2007,"Pave","1Fam",2,561,"Y"
"1343",132500,954,5,5,1976,"Pave","1Fam",2,576,"Y"
"1344",198444,1746,6,5,2006,"Pave","1Fam",3,350,"Y"
"1345",185000,1188,6,8,1956,"Pave","1Fam",2,621,"Y"
"1346",299800,2715,8,9,1976,"Pave","1Fam",2,831,"Y"
"1347",187000,1375,5,5,1956,"Pave","1Fam",1,323,"Y"
"1348",154400,1639,6,7,1946,"Pave","1Fam",1,240,"Y"
"1349",142000,1154,5,9,1953,"Pave","1Fam",1,336,"Y"
"1350",185000,2044,7,6,1980,"Pave","1Fam",2,489,"Y"
"1351",112500,924,5,5,1952,"Pave","1Fam",1,420,"Y"
"1352",113500,1092,6,6,1973,"Pave","Twnhs",1,264,"Y"
"1353",102000,976,5,6,1942,"Pave","1Fam",1,215,"N"
"1354",206900,2112,6,5,1969,"Pave","1Fam",2,576,"Y"
"1355",170000,1374,7,5,2004,"Pave","1Fam",2,400,"Y"
"1356",176000,1266,7,5,2005,"Pave","1Fam",2,453,"Y"
"1357",158500,1254,6,5,1961,"Pave","1Fam",2,525,"Y"
"1358",336820,1670,8,5,2006,"Pave","1Fam",3,928,"Y"
"1359",180000,1523,6,5,1976,"Pave","1Fam",2,478,"Y"
"1360",144000,1456,6,5,1976,"Pave","Twnhs",2,460,"Y"
"1361",132500,1148,5,5,1959,"Pave","1Fam",1,672,"Y"
"1362",89000,616,5,7,1921,"Pave","1Fam",1,205,"Y"
"1363",182000,1609,6,5,1995,"Pave","1Fam",2,525,"Y"
"1364",130000,864,5,6,1967,"Pave","1Fam",1,312,"Y"
"1365",205000,1610,6,7,1977,"Pave","1Fam",2,480,"Y"
"1366",115000,864,4,5,1971,"Pave","1Fam",0,0,"Y"
"1367",133000,768,5,7,1972,"Pave","1Fam",2,396,"Y"
"1368",188500,1337,8,5,1989,"Pave","TwnhsE",2,462,"Y"
"1369",174000,1240,7,7,1985,"Pave","1Fam",2,528,"Y"
"1370",93500,974,5,5,1991,"Pave","1Fam",0,0,"Y"
"1371",370000,2690,8,5,2003,"Pave","1Fam",3,795,"Y"
"1372",81000,630,4,7,1972,"Pave","Twnhs",0,0,"Y"
"1373",150000,1620,4,4,1976,"Pave","1Fam",2,490,"Y"
"1374",107900,901,4,7,1954,"Pave","1Fam",1,281,"Y"
"1375",230000,1840,7,5,2001,"Pave","1Fam",2,622,"Y"
"1376",410000,2036,9,5,2008,"Pave","1Fam",3,780,"Y"
"1377",130500,1200,5,6,1946,"Pave","1Fam",1,240,"Y"
"1378",189900,1629,5,5,1997,"Pave","1Fam",2,482,"Y"
"1379",140000,1362,4,5,1957,"Pave","1Fam",3,768,"Y"
"1380",245000,1563,8,5,2007,"Pave","1Fam",3,758,"Y"
"1381",97500,874,4,4,1971,"Pave","1Fam",2,576,"Y"
"1382",131500,1795,5,5,1954,"Pave","1Fam",1,352,"N"
"1383",170000,1670,7,6,1971,"Pave","1Fam",2,464,"Y"
"1384",403000,2794,8,5,1995,"Pave","1Fam",3,810,"Y"
"1385",136000,1274,5,5,1991,"Pave","1Fam",2,576,"Y"
"1386",111250,864,4,5,1972,"Pave","1Fam",2,576,"Y"
"1387",175000,1737,7,5,1992,"Pave","1Fam",2,506,"Y"
"1388",136500,864,5,8,1978,"Pave","1Fam",1,336,"Y"
"1389",125000,1365,5,6,1970,"Pave","TwnhsE",2,440,"Y"
"1390",157000,1178,5,6,1973,"Pave","1Fam",2,439,"Y"
"1391",202500,2294,6,6,1963,"Pave","1Fam",2,658,"Y"
"1392",145000,1138,6,8,1958,"Pave","1Fam",1,264,"Y"
"1393",181000,1586,6,5,1979,"Pave","1Fam",2,435,"Y"
"1394",125000,948,6,6,1952,"Pave","1Fam",2,410,"Y"
"1395",202500,1621,7,7,1984,"Pave","1Fam",2,440,"Y"
"1396",200100,1802,7,6,1920,"Pave","1Fam",1,216,"Y"
"1397",160000,2007,6,7,1900,"Pave","1Fam",1,357,"Y"
"1398",98000,1529,4,3,1945,"Pave","1Fam",1,240,"N"
"1399",145000,848,6,5,2004,"Pave","TwnhsE",2,420,"Y"
"1400",135000,980,5,6,1977,"Pave","1Fam",2,484,"Y"
"1401",159000,1384,5,5,1956,"Pave","1Fam",2,896,"Y"
"1402",156500,1377,5,5,1960,"Pave","1Fam",1,351,"Y"
"1403",145000,1316,6,6,1926,"Pave","1Fam",1,369,"Y"
"1404",130000,1709,6,5,2004,"Pave","Twnhs",2,380,"Y"
"1405",105000,864,5,6,1962,"Pave","1Fam",1,336,"Y"
"1406",173000,1675,5,5,1959,"Pave","1Fam",1,365,"Y"
"1407",287602,2322,7,5,2006,"Pave","1Fam",3,617,"Y"
"1408",159500,2554,7,8,1890,"Pave","1Fam",2,704,"Y"
"1409",140500,1625,5,6,1965,"Pave","Duplex",2,484,"Y"
"1410",300000,1531,9,5,2006,"Pave","1Fam",3,700,"Y"
"1411",214900,1894,7,5,2002,"Pave","1Fam",2,510,"Y"
"1412",137500,964,5,7,1961,"Pave","1Fam",2,784,"Y"
"1413",140000,1668,6,8,1950,"Pave","1Fam",1,271,"Y"
"1414",167000,1277,7,5,1970,"Pave","1Fam",2,526,"Y"
"1415",214500,2134,6,6,1916,"Pave","1Fam",2,441,"N"
"1416",139000,1092,5,5,1962,"Pave","1Fam",1,288,"Y"
"1417",230000,2291,7,5,1999,"Pave","1Fam",2,429,"Y"
"1418",146000,1175,6,5,2005,"Pave","1Fam",0,0,"Y"
"1419",122500,2290,4,6,1885,"Pave","2fmCon",2,560,"Y"
"1420",220000,2486,6,5,1962,"Pave","1Fam",2,576,"Y"
"1421",359900,1838,9,5,2005,"Pave","1Fam",3,682,"Y"
"1422",138000,990,5,5,1994,"Pave","1Fam",2,480,"Y"
"1423",137450,1608,6,6,1925,"Pave","1Fam",1,216,"Y"
"1424",248500,1456,9,5,2008,"Pave","TwnhsE",2,539,"Y"
"1425",170000,1173,7,6,1974,"Pave","1Fam",2,528,"Y"
"1426",174850,1721,6,6,1957,"Pave","1Fam",2,464,"Y"
"1427",125600,1079,7,5,1948,"Pave","1Fam",1,249,"Y"
"1428",200624,2515,6,3,1957,"Pave","1Fam",2,484,"Y"
"1429",139400,1056,5,7,1954,"Pave","1Fam",1,260,"Y"
"1430",139400,1108,7,7,1930,"Pave","1Fam",1,280,"Y"
"1431",189500,1608,6,5,1997,"Pave","1Fam",2,470,"Y"
"1432",281213,2482,8,5,2005,"Pave","1Fam",3,642,"Y"
"1433",210000,2073,6,6,1978,"Pave","1Fam",2,500,"Y"
"1434",83000,1414,4,4,1922,"Pave","1Fam",0,0,"N"
"1435",159900,1152,5,5,1978,"Pave","Duplex",1,252,"Y"
"1436",167240,1248,7,5,2005,"Pave","TwnhsE",2,438,"Y"
"1437",145000,1056,5,5,1955,"Pave","2fmCon",2,572,"N"
"1438",221000,1568,8,5,2001,"Pave","1Fam",2,564,"Y"
"1439",230500,1936,8,5,2000,"Pave","1Fam",2,504,"Y"
"1440",369900,2028,8,5,2005,"Pave","1Fam",3,880,"Y"
"1441",126000,1134,5,6,1940,"Pave","1Fam",1,240,"N"
"1442",139000,1056,5,6,1958,"Pave","1Fam",1,308,"Y"
"1443",116000,882,5,6,1952,"Pave","1Fam",1,240,"Y"
"1444",327000,2687,8,5,2000,"Pave","1Fam",3,810,"Y"
"1445",112000,1310,6,6,1924,"Pave","1Fam",1,398,"Y"
"1446",185000,1718,7,5,1998,"Pave","1Fam",2,427,"Y"
"1447",177000,1337,6,5,1997,"Pave","TwnhsE",2,522,"Y"
"1448",285000,2374,8,5,2003,"Pave","1Fam",3,656,"Y"
"1449",239686,2149,7,5,2003,"Pave","1Fam",2,670,"Y"
"1450",135750,952,4,7,1956,"Pave","1Fam",1,283,"Y"
"1451",147500,1521,4,6,1950,"Pave","1Fam",1,597,"Y"
"1452",112000,1346,4,7,1910,"Pave","1Fam",1,384,"N"
"1453",192500,1555,7,5,2005,"Pave","TwnhsE",2,430,"Y"
"1454",242500,1625,6,6,1979,"Pave","1Fam",2,576,"Y"
"1455",230348,1218,7,5,2007,"Pave","1Fam",2,462,"Y"
"1456",220000,1604,7,5,2006,"Pave","1Fam",2,660,"Y"
"1457",151000,1200,7,5,2005,"Pave","TwnhsE",2,480,"Y"
"1458",156500,1967,5,4,1977,"Pave","Duplex",2,580,"Y"
"1459",137500,1181,4,5,1972,"Pave","1Fam",2,588,"Y"
"1460",139900,1416,6,7,1948,"Pave","1Fam",1,312,"Y"
"1461",200000,3395,6,7,1914,"Pave","2fmCon",0,0,"Y"
"1462",179000,1349,7,5,2000,"Pave","1Fam",2,539,"Y"
"1463",161500,1384,6,5,1997,"Pave","1Fam",2,390,"Y"
"1464",265900,1484,8,5,2006,"Pave","1Fam",2,472,"Y"
"1465",240000,2268,8,9,1890,"Pave","1Fam",2,624,"Y"
"1466",205000,1964,7,6,1976,"Pave","1Fam",2,483,"Y"
"1467",161500,1342,6,5,1967,"Pave","1Fam",2,457,"Y"
"1468",136000,1832,4,3,1967,"Pave","Duplex",0,0,"N"
"1469",250000,1646,7,5,2004,"Pave","TwnhsE",2,482,"Y"
"1470",146500,1644,5,7,1942,"Pave","1Fam",1,312,"Y"
"1471",149900,1034,6,5,1978,"Pave","1Fam",2,504,"Y"
"1472",232000,1668,8,5,2003,"Pave","1Fam",2,502,"Y"
"1473",197900,1935,7,7,1976,"Pave","1Fam",2,550,"Y"
"1474",119750,954,5,7,1938,"Pave","1Fam",1,240,"Y"
"1475",333168,2599,9,5,1999,"Pave","1Fam",3,779,"Y"
"1476",79000,1096,6,5,1924,"Pave","1Fam",0,0,"N"
"1477",62500,2128,5,1,1922,"Pave","Duplex",0,0,"N"
"1478",180000,1430,7,5,2000,"Pave","1Fam",2,400,"Y"
"1479",143500,1158,6,5,2004,"Pave","1Fam",0,0,"Y"
"1480",154000,1380,6,7,1963,"Pave","1Fam",1,364,"Y"
"1481",392000,1824,10,5,2006,"Pave","1Fam",3,932,"Y"
"1482",218000,1802,6,7,1993,"Pave","1Fam",4,1017,"Y"
"1483",118400,1012,6,5,1920,"Pave","1Fam",1,308,"Y"
"1484",127000,925,5,8,1956,"Pave","1Fam",1,252,"Y"
"1485",123000,872,4,5,1971,"Pave","1Fam",4,480,"Y"
"1486",240000,1953,6,5,1992,"Pave","1Fam",2,501,"Y"
"1487",197000,3082,7,3,1920,"Pave","1Fam",2,672,"Y"
"1488",152000,1616,6,7,1926,"Pave","1Fam",1,216,"Y"
"1489",99600,864,5,5,1975,"Pave","Duplex",0,0,"N"
"1490",209000,2559,6,4,1989,"Pave","1Fam",2,506,"Y"
"1491",252000,1953,8,5,2005,"Pave","1Fam",3,1043,"Y"
"1492",193000,1425,7,5,1998,"Pave","1Fam",2,591,"Y"
"1493",230000,1314,7,5,2007,"Pave","Twnhs",2,626,"Y"
"1494",158000,1141,5,7,1967,"Pave","1Fam",1,568,"Y"
"1495",104000,2229,6,6,1912,"Pave","1Fam",0,0,"Y"
"1496",231000,1797,6,5,1993,"Pave","1Fam",2,616,"Y"
"1497",40000,1317,4,4,1920,"Pave","1Fam",1,250,"N"
"1498",136500,1768,4,5,1968,"Pave","Duplex",0,0,"N"
"1499",265000,2344,7,5,1996,"Pave","1Fam",3,889,"Y"
"1500",200000,1772,6,5,1998,"Pave","1Fam",2,492,"Y"
"1501",218500,1829,6,6,1967,"Pave","1Fam",2,535,"Y"
"1502",143000,1482,7,9,1920,"Pave","1Fam",2,324,"Y"
"1503",267300,1564,8,5,2006,"Pave","1Fam",2,502,"Y"
"1504",87500,1040,3,4,1949,"Pave","Duplex",2,400,"N"
"1505",194000,1717,5,6,1940,"Pave","1Fam",1,410,"Y"
"1506",462000,2772,9,5,2007,"Pave","1Fam",3,754,"Y"
"1507",125000,1089,5,6,1954,"Pave","1Fam",1,252,"Y"
"1508",144000,1211,5,6,1962,"Pave","1Fam",2,576,"Y"
"1509",227000,1588,8,5,2006,"Pave","1Fam",3,825,"Y"
"1510",214000,1933,6,5,2007,"Pave","1Fam",3,668,"Y"
"1511",138000,1183,5,5,1959,"Pave","1Fam",1,288,"Y"
"1512",121000,936,5,6,1954,"Pave","1Fam",1,240,"Y"
"1513",64500,666,3,3,1946,"Pave","1Fam",0,0,"N"
"1514",213000,1932,7,5,2003,"Pave","1Fam",2,610,"Y"
"1515",109500,792,5,8,1924,"Pave","1Fam",1,240,"Y"
"1516",370000,1964,8,5,2005,"Pave","1Fam",3,892,"Y"
"1517",64000,670,3,5,1945,"Pave","1Fam",0,0,"N"
"1518",224900,1768,7,5,2003,"Pave","1Fam",2,543,"Y"
"1519",134500,845,5,6,1982,"Pave","1Fam",1,264,"Y"
"1520",178000,1593,6,5,1992,"Pave","1Fam",2,389,"Y"
"1521",264561,1567,8,5,2006,"Pave","TwnhsE",3,648,"Y"
"1522",198000,1696,7,5,1971,"Pave","1Fam",2,625,"Y"
"1523",203000,1274,7,5,2005,"Pave","1Fam",2,508,"Y"
"1524",136905,1680,5,6,1976,"Pave","Duplex",2,528,"Y"
"1525",132000,928,5,7,1956,"Pave","1Fam",1,252,"Y"
"1526",154204,1128,6,6,1964,"Grvl","1Fam",2,480,"Y"
"1527",159000,1114,5,5,2004,"Pave","1Fam",2,576,"Y"
"1528",322400,1694,8,5,2006,"Pave","1Fam",3,856,"Y"
"1529",264966,1780,8,5,2007,"Pave","1Fam",2,612,"Y"
"1530",123000,1040,5,4,1966,"Pave","1Fam",1,264,"Y"
"1531",190550,1690,7,5,2001,"Pave","1Fam",2,517,"Y"
"1532",175000,1768,5,7,1937,"Pave","1Fam",1,240,"Y"
"1533",187687,1246,7,5,2007,"Pave","1Fam",2,428,"Y"
"1534",58500,864,3,3,1914,"Pave","1Fam",1,200,"N"
"1535",170000,1220,6,5,1971,"Pave","1Fam",2,944,"Y"
"1536",260000,2814,6,5,1995,"Pave","1Fam",2,614,"Y"
"1537",156500,1478,6,3,1957,"Pave","1Fam",2,442,"Y"
"1538",437154,2728,9,5,2005,"Pave","1Fam",3,706,"Y"
"1539",485000,3140,9,5,2008,"Pave","1Fam",3,820,"Y"
"1540",161750,1392,6,7,1977,"Pave","1Fam",1,299,"Y"
"1541",215000,2177,5,6,1950,"Pave","Duplex",2,484,"Y"
"1542",128000,1340,6,6,1945,"Pave","2fmCon",1,440,"N"
"1543",224000,1358,7,5,2009,"Pave","TwnhsE",2,484,"Y"
"1544",181000,1596,7,5,2005,"Pave","1Fam",2,610,"Y"
"1545",137500,1513,5,8,1920,"Pave","1Fam",1,180,"Y"
"1546",131900,796,5,8,1972,"Pave","1Fam",1,336,"Y"
"1547",83000,835,5,5,1920,"Pave","1Fam",1,366,"N"
"1548",85000,1141,4,6,1900,"Pave","1Fam",1,252,"N"
"1549",88250,1092,4,4,1970,"Pave","TwnhsE",0,0,"Y"
"1550",122900,924,5,7,1949,"Pave","1Fam",2,576,"Y"
"1551",228500,1689,4,5,1991,"Pave","1Fam",2,432,"Y"
"1552",103400,987,6,5,1973,"Pave","Twnhs",1,264,"Y"
"1553",173000,1422,6,5,2005,"Pave","1Fam",2,440,"Y"
"1554",221370,1324,8,5,2006,"Pave","TwnhsE",2,550,"Y"
"1555",193000,1361,7,5,2007,"Pave","1Fam",2,610,"Y"
"1556",226000,1479,7,5,2003,"Pave","1Fam",2,558,"Y"
"1557",127000,1475,5,6,1977,"Pave","TwnhsE",1,336,"Y"
"1558",257500,2133,7,6,1941,"Pave","1Fam",1,312,"Y"
"1559",153500,1008,5,5,1977,"Pave","1Fam",2,678,"Y"
"1560",90000,984,6,6,1930,"Pave","1Fam",1,308,"Y"
"1561",200000,1729,7,5,2002,"Pave","1Fam",2,542,"Y"
"1562",315750,2398,7,5,1996,"Pave","1Fam",3,834,"Y"
"1563",214000,1480,7,5,2003,"Pave","1Fam",2,620,"Y"
"1564",127000,1149,4,6,1960,"Pave","1Fam",1,544,"Y"
"1565",149000,883,5,6,1992,"Pave","1Fam",2,698,"Y"
"1566",158000,1174,5,6,1978,"Pave","1Fam",2,528,"Y"
"1567",239799,1962,7,5,2006,"Pave","1Fam",3,868,"Y"
"1568",115000,1771,5,4,1960,"Pave","1Fam",2,336,"Y"
"1569",190000,1226,8,5,1980,"Pave","TwnhsE",2,484,"Y"
"1570",87000,840,5,7,1930,"Pave","1Fam",0,0,"Y"
"1571",176000,1479,7,7,1981,"Pave","1Fam",2,484,"Y"
"1572",212500,1891,6,5,1978,"Pave","1Fam",2,678,"Y"
"1573",137000,1728,5,6,1949,"Pave","1Fam",1,234,"Y"
"1574",316000,2332,8,5,2004,"Pave","1Fam",3,756,"Y"
